pst,max_temperaturef,mean_temperaturef,min_temperaturef,max_dew_pointf,meandew_pointf,min_dewpointf,max_humidity,mean_humidity,min_humidity,max_sea_level_pressurein,mean_sea_level_pressurein,min_sea_level_pressurein,max_visibilitymiles,mean_visibilitymiles,min_visibilitymiles,max_wind_speedmph,mean_wind_speedmph,max_gust_speedmph,precipitationin,cloudcover,events,winddirdegrees<br_/>
2006-8-29,64,60,55,52,52,51,86,75,63,29.96,29.91,29.86,10,10,9,22,11,28.0,0.00,5,,270<br />
2006-8-30,78,65,52,58,52,49,86,66,46,29.89,29.84,29.79,10,10,10,24,8,28.0,0.00,1,,319<br />
2006-8-31,77,66,54,59,53,50,86,65,43,29.87,29.83,29.8,10,9,8,23,10,26.0,0.00,0,,299<br />
2006-9-1,69,62,55,57,53,51,93,76,59,29.92,29.89,29.86,10,9,6,23,11,26.0,0.00,3,,300<br />
2006-9-2,66,61,55,53,51,50,86,75,63,29.94,29.91,29.86,10,10,10,26,14,30.0,0.00,4,,280<br />
2006-9-3,65,60,55,52,50,49,83,75,67,29.94,29.91,29.88,10,10,10,24,12,28.0,0.00,4,,273<br />
2006-9-4,65,60,54,52,50,49,86,73,60,30.01,29.96,29.92,10,10,9,25,13,29.0,0.00,4,,283<br />
2006-9-5,71,62,53,55,52,51,93,73,53,30.07,30.03,29.98,10,9,8,25,12,31.0,0.00,2,,299<br />
2006-9-6,66,60,53,54,52,51,93,78,63,30.05,29.99,29.9,10,10,8,24,12,28.0,0.00,2,,300<br />
2006-9-7,70,62,53,55,53,51,93,75,57,29.89,29.83,29.75,10,8,0,22,10,24.0,0.00,3,Fog,296<br />
2006-9-8,64,60,56,52,51,49,86,73,60,29.91,29.87,29.8,10,10,9,22,13,28.0,0.00,6,,230<br />
2006-9-9,67,60,53,54,52,50,86,75,63,30.01,29.96,29.91,10,10,10,24,10,29.0,0.00,5,,254<br />
2006-9-10,68,61,53,54,52,50,93,76,59,30.01,29.98,29.93,10,10,10,24,9,28.0,0.00,4,,280<br />
2006-9-11,78,65,52,61,54,49,100,75,49,30.02,29.99,29.93,10,5,0,25,8,32.0,0.00,3,Fog,294<br />
2006-9-12,83,69,55,61,54,50,86,62,37,29.99,29.95,29.88,10,10,7,22,8,,0.00,1,,303<br />
2006-9-13,70,63,55,54,51,46,86,71,55,29.96,29.85,29.75,10,10,8,25,14,30.0,0.00,2,,287<br />
2006-9-14,66,60,54,52,48,45,86,67,48,29.75,29.72,29.7,10,10,9,32,13,38.0,0.00,3,,224<br />
2006-9-15,66,60,54,51,49,47,83,70,56,29.99,29.89,29.73,10,10,9,29,23,38.0,0.00,1,,270<br />
2006-9-16,74,62,49,51,47,42,83,59,35,30.12,30.06,29.99,10,10,10,23,8,28.0,T,0,,279<br />
2006-9-17,81,67,53,53,47,37,77,49,21,30.07,30.02,29.96,10,10,10,21,7,24.0,0.00,0,,300<br />
2006-9-18,76,67,57,55,52,49,86,65,43,29.97,29.93,29.89,10,10,10,26,12,30.0,0.00,2,,294<br />
2006-9-19,68,62,55,51,49,47,83,68,52,29.96,29.93,29.9,10,10,9,24,11,28.0,0.00,2,,274<br />
2006-9-20,79,66,52,54,47,38,83,54,24,30.04,29.99,29.94,10,10,9,25,8,26.0,T,3,,294<br />
2006-9-21,73,64,54,55,51,46,83,66,49,29.97,29.88,29.77,10,10,9,28,13,31.0,0.00,1,,281<br />
2006-9-22,78,65,52,49,41,33,83,53,23,29.81,29.77,29.74,10,10,10,21,9,24.0,0.00,1,,292<br />
2006-9-23,74,65,55,55,52,46,93,71,49,29.98,29.91,29.82,10,10,9,24,10,29.0,0.00,1,,291<br />
2006-9-24,76,65,53,59,52,49,86,65,43,30.03,29.99,29.96,10,10,9,22,8,25.0,0.00,1,,302<br />
2006-9-25,81,68,54,60,51,45,83,59,35,30.01,29.96,29.91,10,10,8,21,8,,0.00,0,,301<br />
2006-9-26,71,63,54,55,53,50,93,75,57,30.08,30.03,29.97,10,10,7,16,8,18.0,0.00,1,,311<br />
2006-9-27,70,63,56,54,53,50,93,75,57,30.14,30.09,30.05,10,9,7,20,9,23.0,0.00,4,,299<br />
2006-9-28,62,58,53,54,51,50,90,81,72,30.12,30.08,30.01,10,8,4,21,11,25.0,0.00,5,,290<br />
2006-9-29,63,58,53,51,50,49,90,79,67,30.06,30.03,29.99,10,9,4,21,10,25.0,0.00,6,,277<br />
2006-9-30,64,60,56,50,48,46,77,67,56,30.04,30.01,29.97,10,10,10,18,9,23.0,0.00,7,,254<br />
2006-10-1,63,60,56,50,48,46,77,67,56,30.04,30.0,29.96,10,10,10,10,5,14.0,0.00,7,,258<br />
2006-10-2,66,60,53,51,48,43,80,63,45,30.06,30.04,30.01,10,10,10,15,6,18.0,0.00,6,,279<br />
2006-10-3,65,58,50,50,46,44,83,66,48,30.06,30.03,29.99,10,10,10,16,6,30.0,0.00,6,,260<br />
2006-10-4,64,60,55,52,48,44,86,69,52,30.03,29.99,29.95,10,10,8,15,5,17.0,0.23,8,Rain,207<br />
2006-10-5,63,59,54,54,52,51,86,77,67,30.01,29.97,29.92,10,10,7,16,4,20.0,0.10,7,Rain,266<br />
2006-10-6,60,58,55,54,51,50,93,84,75,30.04,30.02,29.99,10,10,10,18,10,21.0,0.00,7,,254<br />
2006-10-7,70,61,52,55,51,49,89,75,61,30.12,30.06,30.01,10,10,9,24,8,28.0,0.00,2,,262<br />
2006-10-8,79,65,50,57,50,46,93,65,36,30.06,30.0,29.92,10,10,10,18,5,23.0,0.00,1,,306<br />
2006-10-9,77,65,52,59,52,43,90,67,43,29.94,29.89,29.83,10,10,9,20,7,23.0,0.00,2,,307<br />
2006-10-10,70,61,52,55,51,48,86,69,51,29.98,29.94,29.91,10,10,10,16,5,21.0,0.00,1,,306<br />
2006-10-11,72,63,53,55,52,47,93,71,49,30.0,29.95,29.91,10,10,10,21,8,26.0,0.00,2,,287<br />
2006-10-12,67,60,52,53,51,48,93,76,58,29.91,29.86,29.81,10,10,6,23,9,28.0,0.00,3,,289<br />
2006-10-13,66,59,51,52,49,48,90,73,56,29.87,29.83,29.8,10,10,8,21,8,25.0,0.00,4,,238<br />
2006-10-14,63,59,55,50,49,46,77,69,60,29.92,29.88,29.85,10,10,10,20,9,37.0,0.00,7,,258<br />
2006-10-15,58,57,55,50,48,47,83,75,67,29.95,29.92,29.89,10,10,10,20,10,20.0,0.00,8,,262<br />
2006-10-16,65,61,56,54,51,50,86,73,60,29.88,29.85,29.81,10,10,9,35,15,41.0,0.00,4,,251<br />
2006-10-17,69,60,51,50,48,43,90,65,40,30.04,29.94,29.86,10,10,10,23,8,26.0,0.00,0,,279<br />
2006-10-18,73,62,50,52,43,36,86,57,27,30.17,30.13,30.05,10,10,10,18,6,21.0,0.00,1,,293<br />
2006-10-19,78,64,50,55,46,37,90,58,25,30.17,30.09,29.99,10,10,10,17,5,21.0,0.00,0,,291<br />
2006-10-20,80,68,55,55,47,40,86,58,29,29.99,29.91,29.83,10,10,10,23,6,,0.00,0,,266<br />
2006-10-21,81,68,54,53,44,33,80,50,20,29.94,29.88,29.83,10,10,10,10,4,13.0,0.00,0,,246<br />
2006-10-22,75,64,53,56,52,47,93,71,49,30.01,29.97,29.94,10,8,4,22,8,25.0,0.00,2,,297<br />
2006-10-23,73,61,49,56,52,49,96,74,51,29.99,29.95,29.88,10,5,0,23,9,30.0,0.00,3,Fog,292<br />
2006-10-24,64,59,53,53,51,49,93,79,65,29.99,29.91,29.88,10,8,5,20,11,24.0,0.00,4,,293<br />
2006-10-25,72,61,49,49,40,25,89,54,18,30.14,30.09,30.01,10,10,7,25,7,35.0,0.00,1,,330<br />
2006-10-26,75,64,54,55,35,20,70,37,13,30.25,30.19,30.12,10,10,10,10,4,,0.00,0,,99<br />
2006-10-27,74,62,50,51,43,31,77,49,20,30.32,30.24,30.17,10,10,8,8,2,10.0,0.00,0,,182<br />
2006-10-28,77,64,50,50,44,36,83,53,23,30.17,30.08,29.99,10,10,10,17,6,21.0,0.00,0,,330<br />
2006-10-29,61,54,47,51,47,44,89,75,60,30.04,29.99,29.96,10,10,9,22,11,25.0,T,1,,278<br />
2006-10-30,60,53,45,47,44,41,89,73,57,30.05,30.02,29.99,10,10,8,18,9,22.0,0.00,5,,233<br />
2006-10-31,60,55,50,44,42,41,77,65,53,30.1,30.06,30.02,10,10,10,20,7,23.0,0.00,6,,248<br />
2006-11-1,64,57,49,52,47,43,80,66,52,30.12,30.08,30.04,10,9,6,15,5,17.0,0.02,6,Rain,155<br />
2006-11-2,65,60,54,63,58,52,100,92,84,30.09,30.04,30.0,10,6,2,20,8,30.0,0.24,7,Rain,147<br />
2006-11-3,67,62,57,59,57,55,96,85,73,30.18,30.11,30.07,10,8,3,15,7,23.0,T,7,,324<br />
2006-11-4,65,62,58,55,54,53,93,83,72,30.24,30.2,30.17,10,10,9,15,6,20.0,0.00,6,,327<br />
2006-11-5,70,61,52,56,54,50,96,79,61,30.27,30.23,30.19,10,10,10,17,6,20.0,0.00,3,,290<br />
2006-11-6,73,64,55,59,56,53,93,75,57,30.25,30.2,30.14,10,10,9,21,6,24.0,0.00,5,,303<br />
2006-11-7,72,64,56,59,57,54,100,81,61,30.16,30.1,30.01,10,7,0,24,9,29.0,0.00,4,Fog,284<br />
2006-11-8,63,59,55,61,53,44,100,76,52,30.06,29.98,29.95,10,7,0,37,18,45.0,0.02,5,Fog-Rain,265<br />
2006-11-9,63,57,50,49,44,40,83,65,46,30.17,30.12,30.04,10,10,10,18,9,22.0,0.00,1,,295<br />
2006-11-10,62,54,45,47,44,38,86,64,42,30.19,30.12,30.07,10,10,10,18,5,21.0,0.22,5,,216<br />
2006-11-11,59,55,50,49,47,42,93,80,66,30.17,30.06,29.97,10,9,4,29,10,32.0,0.25,5,Rain,335<br />
2006-11-12,60,52,43,47,39,33,80,59,37,30.23,30.17,30.11,10,10,10,12,5,14.0,T,5,Rain,257<br />
2006-11-13,62,55,48,61,54,45,100,89,77,30.14,30.05,29.98,10,7,2,26,13,33.0,0.75,8,Rain,174<br />
2006-11-14,61,56,50,60,51,47,100,80,60,30.16,30.11,30.02,10,10,9,24,13,30.0,T,3,,270<br />
2006-11-15,62,55,47,52,48,44,93,83,72,30.15,30.09,30.02,10,9,5,17,5,21.0,0.00,3,,275<br />
2006-11-16,62,57,51,57,52,45,100,86,72,30.08,30.04,30.01,10,9,0,8,2,10.0,0.00,6,Fog,98<br />
2006-11-17,63,58,53,57,54,43,100,81,61,30.13,30.08,30.04,10,7,0,20,5,22.0,0.00,7,Fog,275<br />
2006-11-18,67,58,49,55,51,46,90,77,63,30.17,30.12,30.09,10,10,7,14,4,28.0,0.00,2,,246<br />
2006-11-19,62,57,52,56,53,50,96,88,80,30.19,30.14,30.11,10,7,2,15,4,18.0,0.00,6,,316<br />
2006-11-20,61,57,53,56,54,51,100,92,84,30.14,30.08,30.02,10,5,0,9,2,12.0,0.00,6,Fog,140<br />
2006-11-21,63,58,52,55,53,47,100,78,56,30.17,30.09,30.01,10,8,1,14,5,15.0,0.00,5,,282<br />
2006-11-22,62,56,50,52,50,47,96,79,62,30.22,30.17,30.13,10,9,3,18,7,24.0,0.06,7,Rain,217<br />
2006-11-23,60,53,45,46,41,37,80,62,44,30.34,30.27,30.21,10,10,10,16,9,18.0,T,0,,306<br />
2006-11-24,58,49,40,46,42,37,82,69,55,30.2,30.12,30.05,10,10,10,24,7,30.0,0.00,3,,285<br />
2006-11-25,60,52,44,48,44,40,89,72,55,30.11,30.06,30.04,10,10,10,24,10,28.0,0.00,3,,273<br />
2006-11-26,54,49,44,51,45,40,96,81,66,30.05,29.97,29.88,10,8,2,25,8,30.0,0.25,6,Rain,169<br />
2006-11-27,55,51,46,49,43,37,93,78,63,30.12,30.03,29.94,10,10,8,22,11,26.0,0.05,3,Rain,270<br />
2006-11-28,53,48,43,40,37,34,76,65,54,30.26,30.19,30.12,10,10,10,22,11,25.0,0.00,1,,290<br />
2006-11-29,54,48,42,37,28,21,71,51,30,30.41,30.33,30.26,10,10,10,23,8,28.0,0.00,0,,7<br />
2006-11-30,56,48,40,40,33,27,67,52,37,30.5,30.43,30.4,10,10,9,13,4,16.0,0.00,1,,91<br />
2006-12-1,57,49,41,47,41,35,83,74,57,30.39,30.28,30.19,10,10,9,13,3,,0.00,0,,245<br />
2006-12-2,62,50,38,42,35,28,89,62,35,30.3,30.24,30.21,10,10,10,21,6,23.0,0.00,1,,92<br />
2006-12-3,61,52,43,40,38,35,76,58,40,30.4,30.34,30.29,10,8,5,15,4,28.0,0.00,0,,150<br />
2006-12-4,60,51,41,44,38,33,79,60,40,30.33,30.26,30.19,10,9,6,7,2,9.0,0.00,1,,129<br />
2006-12-5,64,53,41,43,38,34,89,63,36,30.22,30.19,30.14,10,10,8,7,1,13.0,0.00,0,,161<br />
2006-12-6,62,52,42,50,42,38,96,71,46,30.28,30.22,30.18,10,8,5,6,2,20.0,0.00,0,,160<br />
2006-12-7,59,50,40,47,41,37,86,72,57,30.23,30.13,30.0,9,7,5,8,2,28.0,0.00,2,,123<br />
2006-12-8,66,56,45,56,47,28,93,60,26,29.97,29.87,29.79,10,6,2,35,13,40.0,0.28,7,Rain,173<br />
2006-12-9,62,57,52,55,50,44,100,78,55,29.96,29.88,29.75,10,7,3,33,14,45.0,0.62,7,Rain-Thunderstorm,204<br />
2006-12-10,59,54,48,52,47,43,100,84,67,30.33,30.13,29.97,10,8,3,29,8,38.0,0.26,6,Rain-Thunderstorm,204<br />
2006-12-11,58,51,44,52,47,42,93,85,77,30.4,30.37,30.33,10,9,7,14,5,16.0,0.01,6,Rain,134<br />
2006-12-12,65,59,53,58,54,49,100,90,80,30.39,30.33,30.31,10,6,1,16,8,22.0,1.16,8,Rain,151<br />
2006-12-13,58,57,55,56,54,53,100,93,86,30.41,30.36,30.31,10,6,2,10,4,16.0,0.04,8,Rain,102<br />
2006-12-14,59,57,55,56,54,51,100,90,80,30.31,30.23,30.15,10,6,1,14,5,16.0,0.00,8,Rain,134<br />
2006-12-15,58,54,49,54,43,32,83,62,41,30.19,30.1,29.97,10,9,3,23,12,30.0,0.03,7,Rain,296<br />
2006-12-16,51,45,39,41,36,30,85,66,46,29.96,29.87,29.81,10,10,10,25,9,36.0,0.00,5,,292<br />
2006-12-17,52,46,39,40,36,34,76,63,50,30.29,30.15,29.97,10,10,10,15,6,18.0,0.00,1,,1<br />
2006-12-18,55,45,35,40,35,27,89,62,35,30.35,30.28,30.22,10,10,10,14,3,23.0,0.00,0,,279<br />
2006-12-19,51,43,35,35,32,29,85,66,46,30.34,30.27,30.21,10,10,10,8,2,9.0,0.00,1,,109<br />
2006-12-20,50,43,36,38,35,32,85,69,52,30.38,30.33,30.3,10,9,6,7,2,8.0,0.00,4,,138<br />
2006-12-21,55,50,44,54,44,35,100,83,65,30.31,30.22,30.13,10,6,1,23,5,44.0,0.44,7,Rain,111<br />
2006-12-22,55,50,45,45,40,38,86,73,59,30.38,30.31,30.24,10,8,4,13,4,39.0,0.01,5,Rain,62<br />
2006-12-23,53,47,40,45,41,35,86,79,71,30.45,30.36,30.32,10,9,6,12,4,13.0,0.00,3,,67<br />
2006-12-24,52,47,42,46,43,40,93,82,71,30.37,30.33,30.3,9,6,3,12,4,18.0,0.00,5,,63<br />
2006-12-25,53,49,44,48,45,42,93,88,83,30.32,30.25,30.13,4,3,2,12,2,20.0,0.00,6,,204<br />
2006-12-26,63,57,50,57,49,39,100,74,47,30.14,29.97,29.82,10,7,2,38,16,49.0,0.48,6,Rain,181<br />
2006-12-27,55,51,46,49,40,28,89,69,49,30.18,29.99,29.86,10,9,5,46,28,60.0,0.04,3,Rain,285<br />
2006-12-28,57,50,43,40,30,25,66,47,28,30.18,30.14,30.08,10,10,10,29,14,33.0,0.00,1,,333<br />
2006-12-29,53,45,37,42,32,23,83,63,42,30.31,30.23,30.17,10,10,10,12,3,13.0,0.00,3,,174<br />
2006-12-30,53,46,38,45,40,33,93,78,63,30.31,30.27,30.24,10,10,9,14,4,15.0,0.00,3,,299<br />
2006-12-31,51,49,47,45,44,42,93,82,71,30.34,30.29,30.27,10,5,2,9,4,13.0,T,8,Rain,30<br />
2007-1-1,59,50,40,47,43,39,93,72,51,30.32,30.26,30.19,10,9,4,8,2,9.0,0.00,2,,10<br />
2007-1-2,57,50,43,48,44,39,93,77,61,30.25,30.18,30.14,10,10,9,13,4,15.0,0.00,5,,304<br />
2007-1-3,61,52,43,53,48,43,93,79,64,30.22,30.16,30.13,10,8,3,14,6,20.0,0.01,7,Rain,156<br />
2007-1-4,56,51,45,54,44,27,93,73,53,30.31,30.16,30.09,10,8,2,35,16,45.0,0.12,5,Rain,284<br />
2007-1-5,54,49,43,37,28,21,66,51,36,30.51,30.45,30.32,10,10,10,30,15,39.0,0.00,0,,313<br />
2007-1-6,56,47,37,46,40,34,85,72,59,30.55,30.51,30.48,10,10,10,17,4,20.0,0.00,2,,311<br />
2007-1-7,59,50,41,46,43,39,96,75,53,30.59,30.51,30.46,10,10,10,13,4,21.0,0.00,0,,317<br />
2007-1-8,64,54,44,44,41,36,86,65,43,30.46,30.34,30.23,10,10,9,13,3,15.0,0.00,0,,100<br />
2007-1-9,58,51,43,47,42,38,89,75,61,30.23,30.14,30.07,10,9,7,9,2,15.0,0.00,0,,133<br />
2007-1-10,54,47,39,48,40,32,100,79,58,30.07,30.02,29.96,10,8,0,36,16,43.0,0.00,2,Fog,271<br />
2007-1-11,50,45,40,32,29,24,65,54,42,30.08,30.03,30.01,10,10,10,26,11,31.0,0.00,1,,305<br />
2007-1-12,46,42,37,28,20,16,70,49,28,30.25,30.16,30.04,10,10,10,29,18,36.0,0.00,0,,347<br />
2007-1-13,48,43,37,30,16,4,70,44,17,30.35,30.29,30.25,10,10,10,21,6,24.0,0.00,1,,62<br />
2007-1-14,48,40,32,31,28,21,89,63,36,30.4,30.32,30.27,10,10,10,18,3,21.0,0.00,0,,54<br />
2007-1-15,52,43,33,34,27,21,82,56,30,30.51,30.44,30.4,10,10,10,16,5,17.0,0.00,0,,103<br />
2007-1-16,51,42,33,45,37,31,93,78,62,30.42,30.29,30.11,10,9,3,21,7,25.0,0.11,4,Rain,280<br />
2007-1-17,55,47,38,39,35,31,82,62,41,30.29,30.19,30.1,10,9,7,23,7,25.0,0.04,2,Rain,335<br />
2007-1-18,58,46,33,42,34,27,82,56,30,30.32,30.26,30.21,10,10,10,14,2,17.0,0.00,1,,321<br />
2007-1-19,55,46,37,46,39,29,89,75,60,30.2,30.14,30.07,10,9,6,20,5,23.0,0.00,2,,278<br />
2007-1-20,59,49,38,45,41,37,93,74,55,30.21,30.14,30.1,10,10,8,21,7,23.0,0.00,2,,267<br />
2007-1-21,62,53,44,40,31,21,76,51,26,30.24,30.2,30.14,10,10,9,23,9,26.0,0.00,2,,313<br />
2007-1-22,62,52,41,41,28,17,71,45,19,30.33,30.29,30.25,10,10,10,20,5,35.0,0.00,0,,216<br />
2007-1-23,59,49,39,42,37,32,79,58,37,30.37,30.3,30.22,10,8,5,8,1,8.0,0.00,0,,39<br />
2007-1-24,57,48,39,44,38,31,93,65,36,30.26,30.21,30.16,8,7,4,17,5,20.0,0.00,0,,299<br />
2007-1-25,52,46,40,44,41,37,92,83,74,30.22,30.16,30.09,8,5,3,17,6,20.0,0.00,3,,263<br />
2007-1-26,48,45,41,47,43,39,93,88,82,30.08,30.03,30.0,7,3,1,10,3,16.0,0.20,7,Rain,139<br />
2007-1-27,55,52,48,48,47,46,93,88,83,30.04,30.02,29.99,6,3,1,15,3,16.0,0.08,7,Rain,15<br />
2007-1-28,56,52,47,48,46,43,93,83,72,30.12,30.08,30.04,9,5,3,10,3,12.0,0.09,5,Rain,5<br />
2007-1-29,63,54,44,47,43,41,93,71,48,30.13,30.08,30.02,10,8,4,18,3,20.0,0.00,4,,241<br />
2007-1-30,59,51,42,47,43,39,89,78,67,30.01,29.97,29.92,10,10,7,21,6,26.0,0.00,5,,254<br />
2007-1-31,54,52,49,43,41,39,80,72,64,30.05,30.02,29.97,10,10,7,16,8,20.0,0.00,6,,289<br />
2007-2-1,51,50,49,42,40,39,77,72,66,30.14,30.08,30.02,10,10,10,16,8,18.0,0.00,8,,285<br />
2007-2-2,55,51,46,42,39,37,76,65,54,30.3,30.21,30.14,10,9,6,17,6,22.0,0.00,6,,33<br />
2007-2-3,57,48,39,43,41,37,92,77,61,30.37,30.33,30.3,10,6,3,9,2,13.0,0.00,2,,89<br />
2007-2-4,60,52,43,47,42,36,89,65,40,30.31,30.25,30.17,10,6,2,7,2,8.0,0.00,3,,98<br />
2007-2-5,64,55,45,48,45,41,93,78,62,30.19,30.15,30.09,8,6,3,24,5,28.0,0.00,6,,321<br />
2007-2-6,58,51,44,48,46,41,93,80,67,30.15,30.11,30.06,10,7,2,14,5,17.0,0.00,6,,210<br />
2007-2-7,60,55,50,54,50,46,96,84,72,30.06,30.03,29.98,10,8,3,23,8,29.0,0.11,8,Rain,152<br />
2007-2-8,57,54,50,54,51,48,96,91,86,30.07,30.05,30.01,10,7,2,20,7,24.0,0.31,8,Rain,125<br />
2007-2-9,60,57,53,56,54,52,93,89,84,30.1,30.06,30.04,10,7,2,15,6,18.0,0.35,8,Rain,135<br />
2007-2-10,61,58,55,56,54,53,93,89,84,30.02,29.89,29.82,10,7,3,20,7,33.0,1.00,8,Rain,157<br />
2007-2-11,58,53,48,52,49,45,93,78,62,30.09,29.95,29.84,10,10,7,17,10,20.0,0.02,5,Rain,254<br />
2007-2-12,57,51,45,47,45,43,93,75,57,30.11,30.08,30.04,10,10,4,18,5,26.0,0.28,6,Rain-Thunderstorm,164<br />
2007-2-13,56,52,47,47,45,42,93,77,61,30.26,30.17,30.1,10,10,8,20,9,23.0,T,4,Rain,297<br />
2007-2-14,59,53,46,48,45,44,93,80,67,30.44,30.36,30.27,10,10,10,26,8,30.0,0.00,2,,282<br />
2007-2-15,60,55,49,52,49,44,93,84,75,30.53,30.47,30.43,10,9,2,29,13,32.0,0.00,4,,275<br />
2007-2-16,69,58,46,52,47,42,100,70,39,30.47,30.4,30.26,10,6,0,18,4,21.0,0.00,3,Fog,290<br />
2007-2-17,73,62,50,50,46,42,89,62,35,30.24,30.13,30.04,10,10,9,33,10,37.0,0.00,4,,275<br />
2007-2-18,57,53,49,46,44,42,86,72,57,30.02,29.93,29.85,10,10,8,29,16,35.0,0.00,2,,277<br />
2007-2-19,59,53,46,46,41,35,83,63,43,30.1,30.0,29.91,10,10,9,29,15,37.0,0.00,1,,278<br />
2007-2-20,58,54,49,45,43,40,80,66,51,30.24,30.18,30.1,10,10,10,24,10,30.0,T,6,Rain,246<br />
2007-2-21,59,55,50,47,46,44,86,74,62,30.17,30.04,29.86,10,10,8,24,12,41.0,T,7,Rain,165<br />
2007-2-22,54,49,44,48,41,37,94,78,53,30.02,29.9,29.81,10,8,2,21,11,30.0,0.55,7,Rain,230<br />
2007-2-23,53,48,42,39,36,33,82,66,50,30.3,30.18,30.03,10,10,5,24,11,29.0,0.04,2,Rain,276<br />
2007-2-24,57,51,44,50,43,36,90,76,61,30.3,30.19,30.02,10,9,3,30,12,40.0,0.18,7,Rain,172<br />
2007-2-25,55,52,49,49,45,41,86,74,61,30.08,30.04,29.99,10,10,6,32,12,40.0,0.10,7,Rain,233<br />
2007-2-26,55,50,44,49,44,39,89,82,74,30.08,29.96,29.87,10,8,2,33,12,43.0,1.05,8,Rain,222<br />
2007-2-27,53,47,41,40,38,36,86,70,54,30.01,29.95,29.91,10,9,4,24,10,37.0,0.13,6,Rain,213<br />
2007-2-28,52,47,41,40,36,34,82,66,50,30.28,30.11,29.95,10,10,8,29,13,33.0,0.02,3,Rain,282<br />
2007-3-1,54,47,39,43,40,35,86,70,54,30.31,30.28,30.25,10,10,9,17,7,21.0,T,4,Rain,255<br />
2007-3-2,58,49,40,46,43,37,86,76,66,30.37,30.32,30.3,10,10,10,28,7,31.0,0.00,1,,290<br />
2007-3-3,64,54,44,51,44,41,93,69,45,30.32,30.27,30.22,10,10,10,14,2,15.0,0.00,4,,114<br />
2007-3-4,64,57,49,52,45,31,93,63,33,30.26,30.22,30.17,10,10,7,15,3,17.0,0.00,6,,332<br />
2007-3-5,66,59,51,49,44,38,83,64,45,30.18,30.15,30.11,10,10,10,21,8,23.0,0.00,4,,294<br />
2007-3-6,62,54,45,51,47,41,93,80,67,30.18,30.14,30.1,10,10,8,24,9,28.0,0.00,3,,297<br />
2007-3-7,61,55,49,50,47,44,90,75,60,30.19,30.13,30.1,10,10,9,16,9,20.0,0.00,6,,270<br />
2007-3-8,59,53,47,45,43,42,80,69,57,30.21,30.16,30.12,10,10,10,24,11,29.0,0.00,4,,288<br />
2007-3-9,57,52,46,48,44,41,83,73,58,30.22,30.18,30.13,10,10,10,15,8,20.0,0.00,5,,269<br />
2007-3-10,66,57,48,51,49,45,93,77,60,30.25,30.2,30.17,10,10,7,24,7,28.0,0.00,4,,299<br />
2007-3-11,78,64,50,55,50,46,89,64,38,30.21,30.15,30.09,10,10,10,17,4,33.0,0.00,2,,306<br />
2007-3-12,77,66,55,55,52,50,86,66,46,30.13,30.07,30.01,10,10,10,17,6,21.0,0.00,3,,301<br />
2007-3-13,63,57,51,53,50,46,90,81,72,30.11,30.05,30.01,10,10,9,28,14,31.0,0.00,2,,287<br />
2007-3-14,61,55,49,47,45,42,86,71,55,30.18,30.13,30.11,10,10,9,26,12,30.0,0.00,3,,282<br />
2007-3-15,75,61,47,53,46,39,86,57,27,30.12,30.07,30.01,10,10,8,20,7,22.0,0.00,1,,296<br />
2007-3-16,77,64,50,56,47,42,83,60,36,30.07,30.03,29.97,10,10,9,20,7,23.0,0.00,0,,305<br />
2007-3-17,58,54,50,49,48,46,93,83,72,30.08,30.04,30.01,10,10,9,25,14,29.0,0.00,3,,281<br />
2007-3-18,61,56,51,50,48,46,90,79,67,30.07,30.04,30.0,10,10,10,24,13,58.0,0.00,5,,276<br />
2007-3-19,61,55,48,50,48,45,93,77,60,30.06,30.03,30.01,10,10,10,22,8,24.0,0.00,5,,278<br />
2007-3-20,57,53,49,52,48,43,96,81,66,30.05,30.02,29.98,10,9,2,37,16,43.0,0.13,7,Rain,249<br />
2007-3-21,62,54,46,43,41,39,86,66,46,30.06,30.01,29.97,10,10,9,25,11,28.0,0.00,1,,281<br />
2007-3-22,69,58,47,47,41,30,86,56,26,30.01,29.97,29.92,10,9,7,29,9,35.0,0.00,4,,281<br />
2007-3-23,70,59,47,51,47,43,93,70,47,30.0,29.95,29.91,10,9,7,26,10,31.0,0.00,2,,293<br />
2007-3-24,64,57,49,49,47,45,86,73,60,30.14,30.05,29.95,10,10,7,24,9,29.0,0.00,4,,257<br />
2007-3-25,60,56,51,51,49,46,90,80,69,30.2,30.16,30.13,10,10,7,17,10,22.0,T,8,,277<br />
2007-3-26,61,54,47,52,48,41,90,81,71,30.14,30.07,30.03,10,9,2,24,11,35.0,0.14,6,Rain,246<br />
2007-3-27,56,51,46,40,38,33,76,63,50,30.25,30.18,30.1,10,10,9,39,23,48.0,0.00,2,,289<br />
2007-3-28,62,53,43,43,37,30,76,54,32,30.31,30.26,30.21,10,10,10,21,9,24.0,T,0,,290<br />
2007-3-29,71,58,44,45,37,27,77,50,22,30.24,30.19,30.13,10,10,10,23,8,29.0,0.00,2,,281<br />
2007-3-30,66,57,47,49,46,42,93,73,52,30.18,30.14,30.11,10,10,9,24,11,29.0,0.00,3,,301<br />
2007-3-31,64,55,46,50,46,42,86,72,57,30.14,30.08,30.0,10,10,9,31,12,38.0,0.00,3,,290<br />
2007-4-1,58,53,48,46,45,40,86,74,62,30.03,30.01,29.98,10,10,10,33,16,38.0,0.00,5,,271<br />
